Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
ERHAN,TÜRKİYE,İngiliz,48.0,37.0,1833.0,240.0,266.0,276.0,246.0,233.0,13.0,15.0,15.0,13.0,13.0,",00"
KAFKASLI,TÜRKİYE,Arap,63.0,45.0,1804.0,236.0,194.0,184.0,167.0,190.0,13.0,11.0,10.0,9.0,11.0,"15.416.392,50"
PLEASANTLY PERFECT,ABD,İngiliz,94.0,48.0,1917.0,236.0,222.0,213.0,216.0,204.0,12.0,12.0,11.0,11.0,11.0,"33.327.246,80"
AĞA KARACA,TÜRKİYE,Arap,86.0,56.0,2408.0,234.0,263.0,282.0,261.0,235.0,10.0,11.0,12.0,11.0,10.0,"19.970.647,10"
BALIKHAN,TÜRKİYE,Arap,90.0,61.0,1684.0,233.0,208.0,158.0,158.0,149.0,14.0,12.0,9.0,9.0,9.0,"40.253.602,50"
GÖKAY.1,TÜRKİYE,Arap,89.0,48.0,3442.0,232.0,290.0,288.0,301.0,313.0,7.0,8.0,8.0,9.0,9.0,"2.968.580,00"
SERGEN,TÜRKİYE,Arap,53.0,37.0,2552.0,231.0,248.0,239.0,264.0,237.0,9.0,10.0,9.0,10.0,9.0,"10.550.445,00"
SPORTS HERO,ABD,İngiliz,99.0,51.0,2508.0,231.0,227.0,253.0,286.0,288.0,9.0,9.0,10.0,11.0,11.0,"14.691.690,00"
ATIĞ,TÜRKİYE,Arap,54.0,41.0,2973.0,230.0,330.0,269.0,289.0,260.0,8.0,11.0,9.0,10.0,9.0,"4.468.331,50"
TULRAH,TÜRKİYE,Arap,41.0,30.0,2131.0,229.0,209.0,218.0,221.0,208.0,11.0,10.0,10.0,10.0,10.0,"376.438,00"
ALKURUŞ.13,TÜRKİYE,Arap,54.0,39.0,2563.0,228.0,231.0,238.0,211.0,228.0,9.0,9.0,9.0,8.0,9.0,"6.307.281,50"
SARRAF,TÜRKİYE,Arap,164.0,82.0,2880.0,228.0,231.0,255.0,261.0,316.0,8.0,8.0,9.0,9.0,11.0,"44.127.101,25"
YEMKEN,İNGİLTERE,İngiliz,64.0,49.0,1424.0,225.0,176.0,187.0,130.0,150.0,16.0,12.0,13.0,9.0,11.0,"313.287,00"
BEST SONG,İNGİLTERE,İngiliz,48.0,38.0,1655.0,225.0,238.0,274.0,245.0,205.0,14.0,14.0,17.0,15.0,12.0,",00"
DEHA,TÜRKİYE,Arap,187.0,90.0,2820.0,225.0,220.0,239.0,237.0,239.0,8.0,8.0,8.0,8.0,8.0,"14.653.224,38"
SEKLAVİ.28,TÜRKİYE,Arap,30.0,29.0,1407.0,224.0,221.0,214.0,168.0,153.0,16.0,16.0,15.0,12.0,11.0,",00"
RUNNING MILL,İNGİLTERE,İngiliz,57.0,39.0,1933.0,224.0,206.0,222.0,228.0,230.0,12.0,11.0,11.0,12.0,12.0,",00"
HALICARNASSUS,İRLANDA,İngiliz,122.0,65.0,2145.0,223.0,247.0,219.0,237.0,211.0,10.0,12.0,10.0,11.0,10.0,"41.825.511,25"
KIRIMHAN,TÜRKİYE,Arap,176.0,78.0,2618.0,222.0,188.0,197.0,203.0,257.0,8.0,7.0,8.0,8.0,10.0,"16.743.805,00"
ULUDAĞ.1,TÜRKİYE,Arap,47.0,41.0,1622.0,221.0,190.0,176.0,192.0,162.0,14.0,12.0,11.0,12.0,10.0,"588.148,00"
SA'D.3.,TÜRKİYE,Arap,45.0,33.0,1726.0,219.0,213.0,216.0,207.0,196.0,13.0,12.0,13.0,12.0,11.0,",00"
MAJESTIC ENDEAVOUR,KANADA,İngiliz,62.0,37.0,2275.0,217.0,216.0,265.0,249.0,266.0,10.0,9.0,12.0,11.0,12.0,"3.668.108,60"
SIDNEY'S CANDY,ABD,İngiliz,153.0,73.0,2075.0,217.0,240.0,235.0,263.0,235.0,10.0,12.0,11.0,13.0,11.0,"78.897.631,25"
PRESSING,İRLANDA,İngiliz,181.0,83.0,3227.0,217.0,257.0,293.0,337.0,333.0,7.0,8.0,9.0,10.0,10.0,"14.865.575,00"
BOZDAĞ,TÜRKİYE,Arap,116.0,69.0,2670.0,215.0,233.0,251.0,243.0,284.0,8.0,9.0,9.0,9.0,11.0,"8.066.670,00"
ZANJERO,ABD,İngiliz,128.0,69.0,2109.0,214.0,236.0,223.0,193.0,199.0,10.0,11.0,11.0,9.0,9.0,"19.372.932,50"
SONALP,TÜRKİYE,Arap,93.0,62.0,2106.0,214.0,222.0,236.0,254.0,222.0,10.0,11.0,11.0,12.0,11.0,"62.823.659,38"
ŞENTAY,TÜRKİYE,Arap,121.0,55.0,2678.0,213.0,195.0,219.0,256.0,257.0,8.0,7.0,8.0,10.0,10.0,"9.742.236,25"
SULTAN DE FAUST,FRANSA,Arap,94.0,61.0,2350.0,212.0,213.0,218.0,245.0,235.0,9.0,9.0,9.0,10.0,10.0,"38.697.575,00"
ATİKBEY,TÜRKİYE,Arap,137.0,70.0,2415.0,210.0,242.0,238.0,227.0,215.0,9.0,10.0,10.0,9.0,9.0,"21.737.968,75"
WIENER WALZER,ALMANYA,İngiliz,98.0,56.0,1805.0,209.0,213.0,187.0,184.0,207.0,12.0,12.0,10.0,10.0,11.0,"51.888.025,75"
HİLALÜZZAMAN.10,TÜRKİYE,Arap,48.0,30.0,1871.0,208.0,214.0,256.0,210.0,210.0,11.0,11.0,14.0,11.0,11.0,",00"
AY TUDOR,TÜRKİYE,İngiliz,56.0,35.0,1375.0,206.0,181.0,205.0,159.0,184.0,15.0,13.0,15.0,12.0,13.0,"950,00"
ARISTOCRAT,İNGİLTERE,İngiliz,92.0,51.0,1950.0,206.0,223.0,210.0,190.0,187.0,11.0,11.0,11.0,10.0,10.0,"3.398.109,50"
TİMURHAN,TÜRKİYE,Arap,150.0,71.0,2982.0,206.0,233.0,244.0,221.0,268.0,7.0,8.0,8.0,7.0,9.0,"7.283.905,00"
DOYOUN,İRLANDA,İngiliz,133.0,66.0,2783.0,205.0,297.0,284.0,253.0,242.0,7.0,11.0,10.0,9.0,9.0,"9.540.059,23"
DEHERE,ABD,İngiliz,107.0,68.0,1948.0,204.0,217.0,205.0,172.0,198.0,10.0,11.0,11.0,9.0,10.0,"13.787.421,25"
MERTOL,TÜRKİYE,Arap,39.0,32.0,2202.0,204.0,215.0,215.0,237.0,231.0,9.0,10.0,10.0,11.0,10.0,"47.371,00"
TALIP HAN,İRLANDA,İngiliz,117.0,61.0,2363.0,204.0,246.0,238.0,232.0,257.0,9.0,10.0,10.0,10.0,11.0,"28.542.022,50"
KAYAYÜREKLİ,TÜRKİYE,Arap,95.0,66.0,1420.0,203.0,140.0,158.0,137.0,130.0,14.0,10.0,11.0,10.0,9.0,"67.292.963,75"
BİLGEHAN.1,TÜRKİYE,Arap,35.0,27.0,2481.0,203.0,243.0,248.0,261.0,248.0,8.0,10.0,10.0,11.0,10.0,"2.690.505,50"
GERALD MARTIN,İRLANDA,İngiliz,53.0,37.0,1708.0,202.0,210.0,217.0,211.0,188.0,12.0,12.0,13.0,12.0,11.0,"1.815.941,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 200 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
PERFECTO,TÜRKİYE,İngiliz,93.0,53.0,1876.0,202.0,198.0,221.0,195.0,209.0,11.0,11.0,12.0,10.0,11.0,"27.197.047,50"
MARCAVELLY,ABD,İngiliz,100.0,59.0,1554.0,201.0,196.0,182.0,175.0,147.0,13.0,13.0,12.0,11.0,9.0,"74.124.996,25"
GUERSILLUS,İNGİLTERE,İngiliz,47.0,40.0,1327.0,200.0,218.0,239.0,189.0,172.0,15.0,16.0,18.0,14.0,13.0,",00"
ONURKAAN,TÜRKİYE,Arap,99.0,61.0,1963.0,200.0,179.0,189.0,175.0,218.0,10.0,9.0,10.0,9.0,11.0,"33.668.307,50"
İZBATUR,TÜRKİYE,Arap,56.0,42.0,1830.0,198.0,181.0,197.0,182.0,214.0,11.0,10.0,11.0,10.0,12.0,"15.834.525,00"
TORUK MACTO,İRLANDA,İngiliz,125.0,67.0,1909.0,198.0,198.0,228.0,215.0,168.0,10.0,10.0,12.0,11.0,9.0,"31.492.116,25"
BARBAR,TÜRKİYE,İngiliz,81.0,57.0,1929.0,197.0,174.0,180.0,175.0,177.0,10.0,9.0,9.0,9.0,9.0,"3.890.082,40"
HİRATASAN,TÜRKİYE,Arap,49.0,33.0,2449.0,197.0,218.0,258.0,236.0,245.0,8.0,9.0,11.0,10.0,10.0,"7.166.690,00"
ATOMKARINCA,TÜRKİYE,Arap,128.0,67.0,2444.0,197.0,211.0,237.0,204.0,242.0,8.0,9.0,10.0,8.0,10.0,"17.069.289,38"
VILLEROY I,FRANSA,İngiliz,60.0,35.0,1976.0,196.0,214.0,195.0,214.0,212.0,10.0,11.0,10.0,11.0,11.0,"594.755,50"
SERDARBEY,TÜRKİYE,Arap,131.0,58.0,2548.0,196.0,176.0,190.0,184.0,205.0,8.0,7.0,7.0,7.0,8.0,"6.275.870,00"
SICILIAN,İNGİLTERE,İngiliz,49.0,36.0,1060.0,194.0,190.0,187.0,140.0,111.0,18.0,18.0,18.0,13.0,10.0,",00"
ÖZDURAN,TÜRKİYE,Arap,70.0,48.0,1865.0,194.0,192.0,202.0,209.0,164.0,10.0,10.0,11.0,11.0,9.0,"39.705.471,25"
NATIVE PROCIDA,TÜRKİYE,İngiliz,92.0,46.0,1862.0,190.0,175.0,171.0,184.0,180.0,10.0,9.0,9.0,10.0,10.0,"8.986.912,20"
BAMKA.3,TÜRKİYE,Arap,59.0,42.0,2226.0,190.0,224.0,247.0,223.0,224.0,9.0,10.0,11.0,10.0,10.0,"7.336.290,00"
CENTROLINE,İNGİLTERE,İngiliz,50.0,37.0,1855.0,189.0,196.0,214.0,187.0,184.0,10.0,11.0,12.0,10.0,10.0,"393.891,50"
KURTINIADIS,İRLANDA,İngiliz,85.0,48.0,1675.0,188.0,171.0,199.0,178.0,186.0,11.0,10.0,12.0,11.0,11.0,"19.828.907,05"
VİDAR,TÜRKİYE,İngiliz,60.0,42.0,1580.0,186.0,198.0,183.0,211.0,175.0,12.0,13.0,12.0,13.0,11.0,"3.842,00"
TIKI TORK KU,ABD(A),Arap,56.0,40.0,2089.0,186.0,187.0,201.0,217.0,214.0,9.0,9.0,10.0,10.0,10.0,"7.790.670,00"
ALKURUŞ.12,TÜRKİYE,Arap,30.0,27.0,2010.0,185.0,205.0,206.0,199.0,207.0,9.0,10.0,10.0,10.0,10.0,"2.488.075,50"
TIZWAY,ABD,İngiliz,105.0,69.0,1020.0,184.0,145.0,157.0,104.0,106.0,18.0,14.0,15.0,10.0,10.0,"79.492.171,25"
BAHARBAHİR,TÜRKİYE,Arap,27.0,23.0,1021.0,183.0,156.0,165.0,130.0,127.0,18.0,15.0,16.0,13.0,12.0,",00"
AFAYOON I,İRLANDA,İngiliz,42.0,30.0,1226.0,183.0,210.0,192.0,178.0,150.0,15.0,17.0,16.0,15.0,12.0,",00"
TÜNKUT,TÜRKİYE,İngiliz,53.0,41.0,1772.0,183.0,219.0,210.0,226.0,219.0,10.0,12.0,12.0,13.0,12.0,",00"
SIH TAHA,TÜRKİYE,Arap,75.0,50.0,2130.0,183.0,178.0,199.0,207.0,202.0,9.0,8.0,9.0,10.0,9.0,"6.141.420,00"
MAGRİP,TÜRKİYE,Arap,129.0,65.0,2417.0,183.0,205.0,208.0,213.0,200.0,8.0,8.0,9.0,9.0,8.0,"9.441.625,00"
SEKLAVİ.37,TÜRKİYE,Arap,46.0,37.0,2558.0,183.0,215.0,204.0,238.0,239.0,7.0,8.0,8.0,9.0,9.0,"1.927.942,50"
HASTAY,TÜRKİYE,Arap,85.0,54.0,1973.0,182.0,191.0,181.0,179.0,197.0,9.0,10.0,9.0,9.0,10.0,"6.581.142,50"
AKBATUR,TÜRKİYE,Arap,22.0,18.0,1203.0,180.0,151.0,137.0,140.0,118.0,15.0,13.0,11.0,12.0,10.0,",00"
MEDYA,TÜRKİYE,İngiliz,86.0,53.0,1969.0,180.0,204.0,209.0,186.0,176.0,9.0,10.0,11.0,9.0,9.0,"8.699.103,00"
BEYEFENDİ,TÜRKİYE,Arap,110.0,39.0,2035.0,180.0,157.0,174.0,148.0,178.0,9.0,8.0,9.0,7.0,9.0,"6.993.025,00"
PADİŞAH,TÜRKİYE,Arap,53.0,38.0,2227.0,178.0,185.0,191.0,218.0,224.0,8.0,8.0,9.0,10.0,10.0,"14.672,50"
AGRESIVO,ABD,İngiliz,77.0,52.0,1501.0,175.0,183.0,190.0,171.0,160.0,12.0,12.0,13.0,11.0,11.0,"49.607.545,00"
TOCCET,ABD,İngiliz,75.0,40.0,1531.0,175.0,181.0,180.0,159.0,189.0,11.0,12.0,12.0,10.0,12.0,"42.378.042,50"
FLYING STAR,İNGİLTERE,İngiliz,40.0,27.0,919.0,174.0,159.0,157.0,139.0,92.0,19.0,17.0,17.0,15.0,10.0,",00"
KAYHANBEY,TÜRKİYE,Arap,56.0,41.0,2445.0,174.0,179.0,255.0,220.0,275.0,7.0,7.0,10.0,9.0,11.0,"2.194.819,00"
PRIVATE TENDER,İNGİLTERE,İngiliz,103.0,47.0,1991.0,173.0,200.0,181.0,181.0,152.0,9.0,10.0,9.0,9.0,8.0,"4.052.028,50"
CİHANGİR,İNGİLTERE,İngiliz,36.0,29.0,876.0,172.0,147.0,141.0,125.0,122.0,20.0,17.0,16.0,14.0,14.0,",00"
CAERLAVEROCK,İNGİLTERE,İngiliz,37.0,31.0,982.0,170.0,162.0,173.0,133.0,114.0,17.0,16.0,18.0,14.0,12.0,",00"
GOLD GUARD,TÜRKİYE,İngiliz,25.0,24.0,1187.0,170.0,133.0,143.0,131.0,121.0,14.0,11.0,12.0,11.0,10.0,"1.196.994,00"
GELİBOLU,TÜRKİYE,Arap,116.0,64.0,1796.0,170.0,192.0,170.0,173.0,183.0,9.0,11.0,9.0,10.0,10.0,"44.842.470,01"
TIGRES LIGHT,ABD(A),Arap,70.0,47.0,2136.0,170.0,197.0,192.0,198.0,192.0,8.0,9.0,9.0,9.0,9.0,"8.752.885,00"
HIZIR.3,TÜRKİYE,Arap,43.0,29.0,1439.0,169.0,184.0,189.0,190.0,164.0,12.0,13.0,13.0,13.0,11.0,",00"
BANKNOTE,İNGİLTERE,İngiliz,132.0,57.0,1974.0,168.0,197.0,196.0,194.0,203.0,9.0,10.0,10.0,10.0,10.0,"24.815.881,45"
AKYEL,TÜRKİYE,Arap,31.0,24.0,1258.0,163.0,136.0,139.0,132.0,132.0,13.0,11.0,11.0,10.0,10.0,"7.177.620,00"
JUSTENUFFHUMOR,ABD,İngiliz,47.0,35.0,1252.0,162.0,133.0,162.0,134.0,137.0,13.0,11.0,13.0,11.0,11.0,"29.274.103,75"
SAKARYA,TÜRKİYE,Arap,51.0,34.0,1817.0,162.0,175.0,180.0,164.0,158.0,9.0,10.0,10.0,9.0,9.0,"6.459.520,00"
AL MURTAJAZ,ABD,İngiliz,55.0,31.0,1504.0,161.0,153.0,174.0,151.0,134.0,11.0,10.0,12.0,10.0,9.0,"1.088.008,90"
MALİ,TÜRKİYE,İngiliz,84.0,46.0,1510.0,161.0,163.0,179.0,157.0,149.0,11.0,11.0,12.0,10.0,10.0,"23.279.667,50"
DEMİRDÖVEN,TÜRKİYE,Arap,103.0,64.0,1635.0,161.0,164.0,144.0,137.0,138.0,10.0,10.0,9.0,8.0,8.0,"35.550.583,13"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 250 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
SARUHANAĞA,TÜRKİYE,Arap,79.0,28.0,1582.0,160.0,142.0,148.0,137.0,153.0,10.0,9.0,9.0,9.0,10.0,"15.521.575,50"
KARAKEMAL,TÜRKİYE,Arap,67.0,40.0,1487.0,159.0,140.0,133.0,132.0,139.0,11.0,9.0,9.0,9.0,9.0,"17.010.893,75"
YELHAN,TÜRKİYE,Arap,62.0,37.0,1856.0,159.0,156.0,176.0,216.0,152.0,9.0,8.0,9.0,12.0,8.0,"6.845.750,00"
EKİZ,TÜRKİYE,Arap,24.0,17.0,1073.0,158.0,153.0,165.0,146.0,117.0,15.0,14.0,15.0,14.0,11.0,",00"
ANGORA,TÜRKİYE,Arap,115.0,57.0,1789.0,156.0,151.0,159.0,158.0,183.0,9.0,8.0,9.0,9.0,10.0,"7.598.085,00"
SA'D.13,TÜRKİYE,Arap,39.0,26.0,995.0,155.0,118.0,133.0,105.0,112.0,16.0,12.0,13.0,11.0,11.0,",00"
EFEM,TÜRKİYE,Arap,94.0,47.0,1423.0,155.0,140.0,140.0,133.0,133.0,11.0,10.0,10.0,9.0,9.0,"22.350.771,25"
KURTEL,TÜRKİYE,Arap,94.0,51.0,1906.0,154.0,159.0,186.0,201.0,218.0,8.0,8.0,10.0,11.0,11.0,"40.105.637,50"
KURUŞ.8.,TÜRKİYE,Arap,38.0,23.0,1457.0,153.0,160.0,202.0,218.0,179.0,11.0,11.0,14.0,15.0,12.0,",00"
ARSLAN,TÜRKİYE,İngiliz,62.0,39.0,1485.0,153.0,146.0,170.0,174.0,155.0,10.0,10.0,11.0,12.0,10.0,"95.929,50"
REY DE CAFE,ABD,İngiliz,83.0,37.0,1640.0,153.0,176.0,145.0,169.0,143.0,9.0,11.0,9.0,10.0,9.0,"12.620.986,25"
BOLKAR,TÜRKİYE,Arap,115.0,58.0,1811.0,153.0,147.0,135.0,164.0,165.0,8.0,8.0,7.0,9.0,9.0,"7.597.381,25"
GRAYSTORM,TÜRKİYE,İngiliz,125.0,63.0,1324.0,152.0,148.0,156.0,118.0,145.0,11.0,11.0,12.0,9.0,11.0,"65.480.401,25"
SAFDER,TÜRKİYE,Arap,32.0,21.0,1560.0,152.0,185.0,195.0,211.0,164.0,10.0,12.0,12.0,14.0,11.0,",00"
MALAZGİRT,TÜRKİYE,Arap,37.0,25.0,1252.0,149.0,159.0,156.0,147.0,129.0,12.0,13.0,12.0,12.0,10.0,",00"
YAKUPBEY,TÜRKİYE,Arap,94.0,52.0,1626.0,149.0,154.0,157.0,138.0,172.0,9.0,9.0,10.0,8.0,11.0,"46.004.755,00"
TENDER PRINCE,TÜRKİYE,İngiliz,64.0,39.0,1507.0,147.0,150.0,160.0,139.0,131.0,10.0,10.0,11.0,9.0,9.0,"3.074.844,20"
KALAMIŞ,TÜRKİYE,Arap,24.0,20.0,1129.0,146.0,117.0,113.0,110.0,114.0,13.0,10.0,10.0,10.0,10.0,"5.110.135,00"
KAN CAN SAN,TÜRKİYE,Arap,48.0,31.0,1408.0,145.0,147.0,140.0,127.0,121.0,10.0,10.0,10.0,9.0,9.0,"5.628.770,00"
BERK.3,TÜRKİYE,Arap,46.0,28.0,1481.0,145.0,181.0,159.0,186.0,142.0,10.0,12.0,11.0,13.0,10.0,",00"
KOŞAYALP,TÜRKİYE,Arap,50.0,30.0,1673.0,144.0,141.0,180.0,174.0,183.0,9.0,8.0,11.0,10.0,11.0,"8.280.630,00"
COUNTRY REEL,ABD,İngiliz,82.0,53.0,1669.0,144.0,162.0,190.0,196.0,173.0,9.0,10.0,11.0,12.0,10.0,"11.435.837,50"
BRAVE SONG,İNGİLTERE,İngiliz,29.0,22.0,795.0,143.0,127.0,156.0,121.0,83.0,18.0,16.0,20.0,15.0,10.0,",00"
TULGAD,TÜRKİYE,Arap,32.0,23.0,1549.0,143.0,152.0,135.0,150.0,168.0,9.0,10.0,9.0,10.0,11.0,"57.085,50"
KARAÜZÜM,TÜRKİYE,Arap,112.0,50.0,1593.0,143.0,167.0,165.0,152.0,153.0,9.0,10.0,10.0,10.0,10.0,"60.622.191,88"
BATYSKAF,POLONYA(A),Arap,47.0,36.0,1807.0,143.0,171.0,186.0,173.0,199.0,8.0,9.0,10.0,10.0,11.0,"5.088.680,00"
HİLALÜZZAMAN.11,TÜRKİYE,Arap,34.0,23.0,1477.0,142.0,176.0,163.0,198.0,172.0,10.0,12.0,11.0,13.0,12.0,",00"
DEVİR,TÜRKİYE,İngiliz,56.0,33.0,1520.0,142.0,133.0,145.0,142.0,150.0,9.0,9.0,10.0,9.0,10.0,"2.989.893,70"
UĞURTAY,TÜRKİYE,İngiliz,70.0,32.0,1720.0,142.0,150.0,187.0,180.0,174.0,8.0,9.0,11.0,10.0,10.0,"3.081.340,00"
FOÇALI,TÜRKİYE,Arap,28.0,18.0,1173.0,141.0,144.0,127.0,132.0,118.0,12.0,12.0,11.0,11.0,10.0,"5.456.195,00"
AKINDAYIM,İRLANDA,İngiliz,91.0,47.0,1559.0,141.0,131.0,137.0,138.0,137.0,9.0,8.0,9.0,9.0,9.0,"11.453.276,50"
CLOSE HARMONY,İNGİLTERE,İngiliz,40.0,28.0,847.0,140.0,108.0,108.0,112.0,118.0,17.0,13.0,13.0,13.0,14.0,",00"
NEVZATBEY,TÜRKİYE,Arap,65.0,38.0,1273.0,140.0,109.0,108.0,115.0,136.0,11.0,9.0,8.0,9.0,11.0,"5.619.935,00"
SCREAM TO SCREAM,İRLANDA,İngiliz,108.0,48.0,1489.0,140.0,124.0,123.0,149.0,160.0,9.0,8.0,8.0,10.0,11.0,"11.628.236,25"
PEGASUS,TÜRKİYE,Arap,84.0,41.0,1949.0,140.0,158.0,150.0,166.0,148.0,7.0,8.0,8.0,9.0,8.0,"3.947.890,00"
THUNDER TIKI,ABD(A),Arap,25.0,20.0,1195.0,139.0,163.0,147.0,124.0,101.0,12.0,14.0,12.0,10.0,8.0,"7.213.620,00"
SERHANTAY,TÜRKİYE,Arap,91.0,58.0,1293.0,138.0,125.0,134.0,124.0,121.0,11.0,10.0,10.0,10.0,9.0,"56.245.622,50"
DEVİRHAN,TÜRKİYE,Arap,116.0,45.0,1725.0,138.0,164.0,140.0,147.0,152.0,8.0,10.0,8.0,9.0,9.0,"6.439.695,00"
BIJOU D'INDE,İNGİLTERE,İngiliz,135.0,56.0,2194.0,138.0,151.0,187.0,170.0,174.0,6.0,7.0,9.0,8.0,8.0,"4.385.570,00"
BODEMEISTER,ABD,İngiliz,98.0,51.0,907.0,137.0,111.0,79.0,119.0,100.0,15.0,12.0,9.0,13.0,11.0,"63.321.546,25"
SAADIN GÜCÜ,TÜRKİYE,Arap,62.0,45.0,1019.0,137.0,129.0,128.0,106.0,99.0,13.0,13.0,13.0,10.0,10.0,"65.960.228,75"
DILUM,ABD,İngiliz,61.0,30.0,1198.0,137.0,108.0,140.0,127.0,122.0,11.0,9.0,12.0,11.0,10.0,"6.681.490,00"
KOŞANEFE,TÜRKİYE,Arap,88.0,40.0,1780.0,137.0,176.0,184.0,158.0,181.0,8.0,10.0,10.0,9.0,10.0,"14.713.467,50"
MYBOYCHARLIE,İRLANDA,İngiliz,126.0,60.0,1180.0,136.0,154.0,144.0,152.0,127.0,12.0,13.0,12.0,13.0,11.0,"72.148.167,50"
GADDAR,TÜRKİYE,Arap,95.0,43.0,1836.0,136.0,155.0,137.0,141.0,134.0,7.0,8.0,7.0,8.0,7.0,"3.791.800,00"
HIZLITAY,TÜRKİYE,Arap,56.0,32.0,1224.0,135.0,140.0,143.0,105.0,114.0,11.0,11.0,12.0,9.0,9.0,"30.136.820,00"
DON JUAN,TÜRKİYE,Arap,46.0,32.0,1373.0,135.0,139.0,135.0,148.0,118.0,10.0,10.0,10.0,11.0,9.0,"4.948.210,00"
SUIVANT,ABD,İngiliz,46.0,29.0,1225.0,134.0,130.0,102.0,130.0,133.0,11.0,11.0,8.0,11.0,11.0,"606.159,00"
DOĞANAY,TÜRKİYE,Arap,22.0,17.0,1288.0,133.0,139.0,128.0,102.0,129.0,10.0,11.0,10.0,8.0,10.0,"28.905,00"
ÖNAL,TÜRKİYE,Arap,29.0,21.0,1380.0,133.0,136.0,123.0,136.0,123.0,10.0,10.0,9.0,10.0,9.0,"1.805,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 300 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
INDIGO RED,İNGİLTERE,İngiliz,73.0,41.0,1731.0,133.0,173.0,183.0,170.0,176.0,8.0,10.0,11.0,10.0,10.0,"10.387.815,00"
KARABEYHAN,İNGİLTERE,İngiliz,58.0,31.0,1134.0,132.0,113.0,106.0,125.0,110.0,12.0,10.0,9.0,11.0,10.0,"12.659.896,65"
EZY KOTER,İNGİLTERE,İngiliz,42.0,26.0,1530.0,131.0,156.0,172.0,159.0,142.0,9.0,10.0,11.0,10.0,9.0,"2.260.741,80"
TULŞAH,TÜRKİYE,Arap,50.0,24.0,1661.0,130.0,149.0,148.0,144.0,170.0,8.0,9.0,9.0,9.0,10.0,"8.009,00"
WHEEL WRIGHT,FRANSA,İngiliz,21.0,19.0,593.0,127.0,108.0,85.0,85.0,64.0,21.0,18.0,14.0,14.0,11.0,",00"
DİNYEPER,İNGİLTERE,İngiliz,79.0,40.0,1485.0,127.0,146.0,146.0,162.0,158.0,9.0,10.0,10.0,11.0,11.0,"6.232.259,00"
SERDARHAN,TÜRKİYE,Arap,91.0,41.0,1393.0,127.0,115.0,111.0,106.0,124.0,9.0,8.0,8.0,8.0,9.0,"9.167.726,25"
SAINTLY SONG,İNGİLTERE,İngiliz,38.0,30.0,745.0,126.0,122.0,127.0,111.0,95.0,17.0,16.0,17.0,15.0,13.0,",00"
COSSACK GUARD,ABD,İngiliz,55.0,33.0,1271.0,126.0,139.0,130.0,131.0,117.0,10.0,11.0,10.0,10.0,9.0,"2.334.282,40"
TEKELİOĞLU,TÜRKİYE,Arap,81.0,42.0,1573.0,126.0,129.0,116.0,136.0,116.0,8.0,8.0,7.0,9.0,7.0,"6.232.985,00"
ERBEYİM,TÜRKİYE,Arap,82.0,41.0,1686.0,126.0,162.0,142.0,151.0,142.0,7.0,10.0,8.0,9.0,8.0,"5.453.238,75"
DİNÇERBEY,TÜRKİYE,Arap,90.0,31.0,1635.0,125.0,144.0,123.0,145.0,163.0,8.0,9.0,8.0,9.0,10.0,"3.832.985,00"
TRAPPE SHOT,ABD,İngiliz,85.0,43.0,874.0,124.0,119.0,95.0,127.0,102.0,14.0,14.0,11.0,15.0,12.0,"63.657.485,00"
BEN ANADOLU,TÜRKİYE,Arap,31.0,19.0,946.0,124.0,115.0,114.0,108.0,103.0,13.0,12.0,12.0,11.0,11.0,"10.334.185,00"
SAKARBAŞI,TÜRKİYE,Arap,101.0,48.0,1194.0,124.0,105.0,97.0,110.0,115.0,10.0,9.0,8.0,9.0,10.0,"36.702.880,63"
AJAX,TÜRKİYE,Arap,25.0,18.0,1136.0,123.0,143.0,162.0,138.0,119.0,11.0,13.0,14.0,12.0,10.0,",00"
HİLALÜZZAMAN.17,TÜRKİYE,Arap,25.0,22.0,1253.0,123.0,132.0,160.0,151.0,127.0,10.0,11.0,13.0,12.0,10.0,",00"
RAKAN,ABD,İngiliz,63.0,37.0,1256.0,122.0,128.0,107.0,125.0,130.0,10.0,10.0,9.0,10.0,10.0,"2.799.879,19"
GÜNGÖR BABA,TÜRKİYE,İngiliz,77.0,40.0,1422.0,122.0,153.0,163.0,156.0,179.0,9.0,11.0,11.0,11.0,13.0,"27.913.113,75"
YUSUFÇUK.1,TÜRKİYE,Arap,27.0,21.0,932.0,120.0,88.0,85.0,81.0,84.0,13.0,9.0,9.0,9.0,9.0,"3.348.225,00"
MR HALO,İNGİLTERE,İngiliz,34.0,21.0,1038.0,119.0,136.0,148.0,156.0,155.0,11.0,13.0,14.0,15.0,15.0,",00"
