Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
TEMBR,RUSYA(A),Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TORNADO DE SYRAH,FRANSA,Arap,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,"20.001,89"
TUĞAYBEY,TÜRKİYE,Arap,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VITRAJ 4,RUSYA(A),Arap,1.0,0.0,20.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,15.0,0.0,10.0,"7.500,00"
VATICAN,RUSYA(A),Arap,1.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,"1.800,00"
ZT SHAHKAR,ABD(A),Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
SCANDAL,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GOLD BERG,TÜRKİYE,İngiliz,3.0,0.0,24.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,17.0,"5.940,00"
IMPERIAL IMDAL,ABD(A),Arap,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SNURGE,İRLANDA,İngiliz,2.0,0.0,12.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,17.0,"39.957,00"
TOP VILLE,İRLANDA,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
COMMANDS,AVUSTRALYA,İngiliz,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AKABEY,İRLANDA,İngiliz,2.0,0.0,44.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,14.0,7.0,"13.350,00"
ALİAĞA,İRLANDA,İngiliz,1.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,"3.300,00"
ANASHBA,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BURAKHAN,TÜRKİYE,İngiliz,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CHEROKEE,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ERNESTO,TÜRKİYE,İngiliz,2.0,0.0,16.0,0.0,1.0,1.0,2.0,2.0,0.0,6.0,6.0,12.0,12.0,"12.050,00"
JET BY,İNGİLTERE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KASABALI,TÜRKİYE,İngiliz,4.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,",00"
KÜT,TÜRKİYE,İngiliz,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MAESTRO I,TÜRKİYE,İngiliz,2.0,0.0,28.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,11.0,"2.100,00"
MASTERPIECE,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,"1.700,00"
MOKA,TÜRKİYE,İngiliz,2.0,0.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,18.0,"1.650,00"
NEWMAN,TÜRKİYE,İngiliz,2.0,0.0,23.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,17.0,13.0,13.0,"19.350,00"
SAM DANCER,İRLANDA,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SOUND OF MINESTER,İNGİLTERE,İngiliz,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
T-SHIRT,İRLANDA,İngiliz,3.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,20.0,"2.600,00"
TOS DANCER,İRLANDA,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
VOLCANO,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZAPTİYE,TÜRKİYE,İngiliz,2.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,"2.000,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 3050 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
CO PILOT,TÜRKİYE,İngiliz,1.0,0.0,10.0,0.0,2.0,0.0,2.0,1.0,0.0,20.0,0.0,20.0,10.0,"15.000,00"
ALPKURT,TÜRKİYE,İngiliz,3.0,0.0,29.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,10.0,7.0,14.0,"10.100,00"
SIBERIAN EXPRESS,ABD,İngiliz,1.0,0.0,18.0,0.0,1.0,2.0,2.0,1.0,0.0,6.0,11.0,11.0,6.0,",00"
GRAND CHILD,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AKÇAY.2,TÜRKİYE,Arap,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GOLDNEYEV,ABD,İngiliz,1.0,0.0,12.0,0.0,1.0,0.0,2.0,1.0,0.0,8.0,0.0,17.0,8.0,"7.520,00"
SADULLAH,TÜRKİYE,Arap,4.0,0.0,33.0,0.0,2.0,1.0,5.0,3.0,0.0,6.0,3.0,15.0,9.0,"11.860,00"
BABA SELÇUK,TÜRKİYE,Arap,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KARACA AHMET,TÜRKİYE,Arap,4.0,0.0,23.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,9.0,4.0,"12.100,00"
KADAM,TÜRKİYE,Arap,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BERKZEKİ,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NAZİFABİ,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DREAM CATCHER,TÜRKİYE,İngiliz,4.0,0.0,31.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,6.0,3.0,6.0,"15.550,00"
TESELLİ,TÜRKİYE,Arap,3.0,0.0,27.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,7.0,"12.600,00"
KIRTAHA,TÜRKİYE,Arap,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,",00"
GÜRHANBEY,TÜRKİYE,Arap,12.0,0.0,67.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,6.0,6.0,7.0,"25.650,00"
FIRKA,TÜRKİYE,Arap,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BERKOŞHAN,TÜRKİYE,Arap,17.0,0.0,119.0,0.0,2.0,6.0,8.0,13.0,0.0,2.0,5.0,7.0,11.0,"71.650,00"
BARKAS,RUSYA(A),Arap,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"2.900,00"
BATICI,TÜRKİYE,Arap,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PERUGINO STAR,İRLANDA,İngiliz,4.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"4.500,00"
IRON CORE,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DELİKAN,TÜRKİYE,İngiliz,3.0,0.0,43.0,0.0,2.0,4.0,6.0,6.0,0.0,5.0,9.0,14.0,14.0,"44.700,00"
ASLANYÜREK,TÜRKİYE,İngiliz,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CAPE TOWN,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BABA KARACA,TÜRKİYE,Arap,2.0,0.0,24.0,0.0,2.0,2.0,3.0,2.0,0.0,8.0,8.0,12.0,8.0,"24.750,00"
BRAHMS,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NEARCTIC,KANADA,İngiliz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,",00"
SILLY SEASON,ABD,İngiliz,1.0,0.0,19.0,0.0,2.0,5.0,3.0,0.0,0.0,11.0,26.0,16.0,0.0,",00"
SEZEN,TÜRKİYE,Arap,1.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,33.0,"2.050,00"
ŞAHİD,TÜRKİYE,Arap,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CANEMRE,TÜRKİYE,İngiliz,4.0,0.0,32.0,0.0,3.0,1.0,0.0,1.0,0.0,9.0,3.0,0.0,3.0,"23.300,00"
POST DILUVIAN,İRLANDA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NAİMBEY,TÜRKİYE,İngiliz,1.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,"3.650,00"
FASTBREAK,TÜRKİYE,İngiliz,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ALKURUŞ.3.,TÜRKİYE,Arap,1.0,0.0,29.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,",00"
WELSH PAGEANT,FRANSA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,",00"
SALLUST,İNGİLTERE,İngiliz,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,20.0,20.0,40.0,0.0,",00"
EFEOĞLU,TÜRKİYE,Arap,3.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,"2.600,00"
CENTURY SYSTEM,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
İRLANDALI,İRLANDA,İngiliz,5.0,0.0,68.0,0.0,3.0,4.0,6.0,9.0,0.0,4.0,6.0,9.0,13.0,"39.500,00"
TOMBA,İNGİLTERE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AMED FIRTINASI,İRLANDA,İngiliz,7.0,0.0,56.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,4.0,5.0,"7.500,00"
İZZETBEY,TÜRKİYE,Arap,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,",00"
BAŞERHAN,TÜRKİYE,Arap,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EL AMOUR,TÜRKİYE,İngiliz,3.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,",00"
UAGADUGU,TÜRKİYE,İngiliz,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,",00"
ÜÇYILDIZ,TÜRKİYE,İngiliz,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HIZIR,TÜRKİYE,İngiliz,1.0,0.0,30.0,0.0,2.0,3.0,0.0,6.0,0.0,7.0,10.0,0.0,20.0,"26.000,00"
JOE HERNON,TÜRKİYE,İngiliz,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"2.800,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 3100 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
GİRAYHAN,TÜRKİYE,Arap,3.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,"1.450,00"
GAYGANA,TÜRKİYE,İngiliz,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HATIM,ABD,İngiliz,1.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,17.0,"1.875,00"
MALİK,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GRAND WOLF,TÜRKİYE,İngiliz,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BAROUR DE CARDONNE,FRANSA,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KADEMLİ,TÜRKİYE,Arap,1.0,0.0,16.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,19.0,12.0,0.0,"18.800,00"
KEY OF LUCK,ABD,İngiliz,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SEBEB,TÜRKİYE,İngiliz,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,"1.050,00"
GALILEO,İRLANDA,İngiliz,3.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,",00"
BABAKILIÇ,TÜRKİYE,Arap,5.0,0.0,35.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,3.0,17.0,"4.350,00"
TORUN I,İNGİLTERE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SCOTTISH REEL,İRLANDA,İngiliz,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,",00"
YAVUZER,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
COMODOR,TÜRKİYE,İngiliz,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,",00"
ERTEM,TÜRKİYE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,",00"
GOLD HEART,TÜRKİYE,İngiliz,1.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,",00"
THE DRAKE,TÜRKİYE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ERSAN,TÜRKİYE,Arap,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AĞAMEMET,TÜRKİYE,Arap,4.0,0.0,48.0,0.0,2.0,5.0,4.0,3.0,0.0,4.0,10.0,8.0,6.0,"34.000,00"
GÖKHAN,TÜRKİYE,Arap,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CANKARTAL,TÜRKİYE,Arap,5.0,0.0,27.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0,"4.600,00"
ÇAKARÇELİK,TÜRKİYE,İngiliz,2.0,0.0,32.0,0.0,1.0,5.0,2.0,6.0,0.0,3.0,16.0,6.0,19.0,"33.000,00"
KARAFATİH,TÜRKİYE,İngiliz,4.0,0.0,34.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,12.0,15.0,9.0,"27.650,00"
ALSANCAKLI,TÜRKİYE,İngiliz,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÖLGEYELE,TÜRKİYE,İngiliz,3.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,",00"
KAPLANHAN,TÜRKİYE,Arap,2.0,0.0,26.0,0.0,1.0,2.0,2.0,2.0,0.0,4.0,8.0,8.0,8.0,"30.050,00"
ALİOSMAN,TÜRKİYE,İngiliz,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,"1.600,00"
MR.DIABLO,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MAJESTIC MISSILE,İRLANDA,İngiliz,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FUSAICHI PEGASUS,ABD,İngiliz,3.0,0.0,25.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,"5.150,00"
ŞAFAKYELİ,TÜRKİYE,Arap,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DUMAN,TÜRKİYE,İngiliz,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AHFAT,TÜRKİYE,Arap,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜVENEFE,TÜRKİYE,İngiliz,3.0,0.0,33.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,6.0,18.0,18.0,"13.300,00"
SKI CHAMP,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KALLISTO,ALMANYA,İngiliz,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,"99.376,00"
FRAAM,İNGİLTERE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DUBAI DESTINATION,ABD,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"88.936,40"
POINT GIVEN,ABD,İngiliz,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,",00"
KERBELLA,FRANSA,Arap,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"37.266,00"
SLICKLY,FRANSA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARCH,ABD,İngiliz,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"246.888,00"
MASTER VERE,TÜRKİYE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SUSTURAN,TÜRKİYE,İngiliz,6.0,0.0,38.0,0.0,2.0,1.0,4.0,4.0,0.0,5.0,3.0,11.0,11.0,"29.900,00"
MAHALLE ÇOCUĞU,TÜRKİYE,İngiliz,8.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,"8.350,00"
ÖZER,TÜRKİYE,Arap,8.0,0.0,43.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,5.0,"17.830,00"
MALAKAYE,İNGİLTERE,İngiliz,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,"8.400,00"
KÜLYUTMAZ,İRLANDA,İngiliz,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EYÜPHAN,TÜRKİYE,Arap,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 3150 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
FOREST WILDCAT,ABD,İngiliz,1.0,0.0,13.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,8.0,23.0,23.0,"10.650,00"
BERTAY,TÜRKİYE,İngiliz,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ALAZ TUNA,TÜRKİYE,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SEPTEMBER STORM,TÜRKİYE,İngiliz,3.0,0.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,"1.400,00"
TAMERAĞA,TÜRKİYE,Arap,6.0,0.0,38.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,8.0,11.0,"9.850,00"
DEMİRKAN,TÜRKİYE,Arap,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BUDAKHAN,TÜRKİYE,İngiliz,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
RAIL LINK,İNGİLTERE,İngiliz,1.0,0.0,25.0,0.0,2.0,2.0,0.0,4.0,0.0,8.0,8.0,0.0,16.0,"31.300,00"
LEO CASTELLI,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DIAMOND GREEN,FRANSA,İngiliz,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,",00"
ASAD SAIF,IRAQ,Arap,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"59.810,40"
DORAN,FRANSA,Arap,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"120.670,20"
REDBACK,İNGİLTERE,İngiliz,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NAYEF,ABD,İngiliz,4.0,0.0,19.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,11.0,11.0,"28.360,00"
TABASCO,TÜRKİYE,İngiliz,6.0,0.0,63.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,6.0,5.0,"30.725,00"
GENÇ BRIGHT,TÜRKİYE,İngiliz,2.0,0.0,33.0,0.0,5.0,6.0,2.0,3.0,0.0,15.0,18.0,6.0,9.0,"84.850,00"
İBRAHİMAĞA,TÜRKİYE,Arap,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SPITFIRE,TÜRKİYE,İngiliz,3.0,0.0,27.0,0.0,2.0,0.0,1.0,5.0,0.0,7.0,0.0,4.0,19.0,"49.042,50"
ALHAKAN,TÜRKİYE,Arap,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
CİHANBERK,TÜRKİYE,Arap,5.0,0.0,35.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,3.0,9.0,3.0,"21.450,00"
ALCAN,TÜRKİYE,Arap,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
YELPINARI,İRLANDA,İngiliz,3.0,0.0,23.0,0.0,1.0,2.0,4.0,1.0,0.0,4.0,9.0,17.0,4.0,"25.200,00"
ATİLLA I,TÜRKİYE,İngiliz,3.0,0.0,44.0,0.0,4.0,1.0,1.0,5.0,0.0,9.0,2.0,2.0,11.0,"22.770,00"
EAGLE SPIRIT,TÜRKİYE,İngiliz,5.0,0.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,"6.800,00"
ASLANLAR ASLANI,TÜRKİYE,İngiliz,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PARDON MY DUST,TÜRKİYE,İngiliz,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MESHAHEER,ABD,İngiliz,2.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,13.0,"2.800,00"
ELEKTRİK,TÜRKİYE,Arap,3.0,0.0,33.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,3.0,6.0,18.0,"7.400,00"
YUDUM,TÜRKİYE,İngiliz,1.0,0.0,13.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,23.0,15.0,"6.450,00"
PRINCE OF EULLEUP,TÜRKİYE,İngiliz,5.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,"6.900,00"
BAMBULA,TÜRKİYE,İngiliz,3.0,0.0,21.0,0.0,1.0,4.0,2.0,2.0,0.0,5.0,19.0,10.0,10.0,"31.670,00"
ARAZI,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
JOHAN CRUYFF,İNGİLTERE,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SAMUM,ALMANYA,İngiliz,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,",00"
STARCRAFT,YENİ ZELENDA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
TOUCH DOWN,ALMANYA,İngiliz,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,"22.234,10"
MODIGLIANI,ABD,İngiliz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"44.468,20"
ÜÇOK,TÜRKİYE,Arap,4.0,0.0,33.0,0.0,4.0,4.0,3.0,1.0,0.0,12.0,12.0,9.0,3.0,"67.120,00"
ÇEKİCE,TÜRKİYE,Arap,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
