Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
UNDERCOVER SOLDIER,ABD,İngiliz,12.0,260.0,60.0,49.0,30.0,29.0,17.0,23.0,19.0,12.0,11.0,7.0,"19.879.035,00"
ZEHRA.118,TÜRKİYE,Arap,12.0,303.0,60.0,48.0,31.0,26.0,35.0,20.0,16.0,10.0,9.0,12.0,"3.626.685,00"
ASMA,TÜRKİYE,İngiliz,10.0,318.0,60.0,53.0,54.0,52.0,46.0,19.0,17.0,17.0,16.0,14.0,",00"
CANDY COVE,İNGİLTERE,İngiliz,10.0,364.0,60.0,41.0,39.0,48.0,39.0,16.0,11.0,11.0,13.0,11.0,"4.534.670,00"
KIRSULTAN,TÜRKİYE,Arap,7.0,404.0,60.0,72.0,49.0,44.0,32.0,15.0,18.0,12.0,11.0,8.0,"6.873.582,50"
MEBRUKE.33,TÜRKİYE,Arap,7.0,402.0,60.0,43.0,43.0,43.0,32.0,15.0,11.0,11.0,11.0,8.0,",00"
ZEHRA.75,TÜRKİYE,Arap,8.0,443.0,60.0,43.0,42.0,41.0,38.0,14.0,10.0,9.0,9.0,9.0,"316.667,00"
ALL MOST,ABD(A),Arap,8.0,420.0,60.0,44.0,46.0,46.0,50.0,14.0,10.0,11.0,11.0,12.0,"3.158.025,00"
HUMRE.8,TÜRKİYE,Arap,5.0,432.0,60.0,56.0,50.0,55.0,38.0,14.0,13.0,12.0,13.0,9.0,",00"
KEMİYETÜLIRAK.4.,TÜRKİYE,Arap,3.0,217.0,59.0,32.0,23.0,16.0,18.0,27.0,15.0,11.0,7.0,8.0,",00"
CANSEVER,TÜRKİYE,Arap,6.0,309.0,59.0,31.0,19.0,21.0,20.0,19.0,10.0,6.0,7.0,6.0,"164.749,00"
KEMİYETÜLIRAK.23,TÜRKİYE,Arap,7.0,355.0,59.0,40.0,44.0,37.0,37.0,17.0,11.0,12.0,10.0,10.0,"51.050,00"
SUZİ,TÜRKİYE,Arap,8.0,353.0,59.0,37.0,34.0,30.0,35.0,17.0,10.0,10.0,8.0,10.0,"2.071.795,00"
ARSUZ,TÜRKİYE,İngiliz,7.0,382.0,59.0,56.0,46.0,48.0,40.0,15.0,15.0,12.0,13.0,10.0,"7.921.750,00"
CAHİDE.32,TÜRKİYE,Arap,3.0,409.0,59.0,80.0,56.0,54.0,58.0,14.0,20.0,14.0,13.0,14.0,",00"
CAHİDE.50,TÜRKİYE,Arap,9.0,445.0,59.0,50.0,46.0,51.0,41.0,13.0,11.0,10.0,11.0,9.0,"87.441,00"
BEDÜŞ,TÜRKİYE,Arap,9.0,501.0,59.0,49.0,50.0,53.0,41.0,12.0,10.0,10.0,11.0,8.0,"2.160.560,00"
ZÜMRÜTKIZ,TÜRKİYE,İngiliz,13.0,516.0,59.0,58.0,58.0,75.0,41.0,11.0,11.0,11.0,15.0,8.0,"2.203.410,00"
CAHİDE.71,TÜRKİYE,Arap,6.0,529.0,59.0,64.0,51.0,69.0,77.0,11.0,12.0,10.0,13.0,15.0,"1.956.842,50"
MEBRUKE.88,TÜRKİYE,Arap,10.0,630.0,59.0,51.0,64.0,77.0,65.0,9.0,8.0,10.0,12.0,10.0,"1.533.280,00"
NEVAL,TÜRKİYE,Arap,2.0,94.0,58.0,10.0,5.0,8.0,5.0,62.0,11.0,5.0,9.0,5.0,"1.211.742,50"
FLASHYS SONG,ABD,İngiliz,5.0,137.0,58.0,26.0,20.0,5.0,8.0,42.0,19.0,15.0,4.0,6.0,"9.957.720,00"
NEVRES,TÜRKİYE,İngiliz,7.0,288.0,58.0,49.0,29.0,17.0,20.0,20.0,17.0,10.0,6.0,7.0,"3.332.350,00"
UNI BABY,İRLANDA,İngiliz,8.0,316.0,58.0,38.0,49.0,32.0,37.0,18.0,12.0,16.0,10.0,12.0,"8.818.005,40"
MATRA.61,TÜRKİYE,Arap,13.0,392.0,58.0,37.0,46.0,43.0,27.0,15.0,9.0,12.0,11.0,7.0,"1.313.177,50"
RUSIAN GIRL,TÜRKİYE,İngiliz,11.0,427.0,58.0,61.0,46.0,40.0,38.0,14.0,14.0,11.0,9.0,9.0,"2.506.099,50"
SIRNAŞIK,TÜRKİYE,İngiliz,12.0,411.0,58.0,53.0,52.0,53.0,42.0,14.0,13.0,13.0,13.0,10.0,"6.508.025,00"
HARİKA,TÜRKİYE,Arap,9.0,448.0,58.0,71.0,70.0,48.0,40.0,13.0,16.0,16.0,11.0,9.0,"7.726.230,00"
SABIKA.33,TÜRKİYE,Arap,4.0,448.0,58.0,62.0,47.0,65.0,85.0,13.0,14.0,10.0,15.0,19.0,",00"
MESRURE.46,TÜRKİYE,Arap,12.0,504.0,58.0,43.0,40.0,61.0,45.0,12.0,9.0,8.0,12.0,9.0,"2.580.005,00"
KEMİYETÜLIRAK.58,TÜRKİYE,Arap,12.0,488.0,58.0,35.0,48.0,44.0,51.0,12.0,7.0,10.0,9.0,10.0,"2.295.750,00"
ZAHİDE.22,TÜRKİYE,Arap,7.0,560.0,58.0,75.0,77.0,76.0,49.0,10.0,13.0,14.0,14.0,9.0,",00"
MESRURE.52,TÜRKİYE,Arap,15.0,635.0,58.0,73.0,87.0,77.0,54.0,9.0,11.0,14.0,12.0,9.0,"4.158.826,25"
MENCULE.50,TÜRKİYE,Arap,11.0,724.0,58.0,65.0,84.0,80.0,79.0,8.0,9.0,12.0,11.0,11.0,"2.645.930,00"
KEMİYETÜLIRAK.50,TÜRKİYE,Arap,12.0,778.0,58.0,69.0,79.0,92.0,75.0,7.0,9.0,10.0,12.0,10.0,"2.344.766,00"
GOLD HYPERION,TÜRKİYE,İngiliz,6.0,245.0,57.0,36.0,22.0,30.0,27.0,23.0,15.0,9.0,12.0,11.0,"9.514.250,46"
MALİKE.15,TÜRKİYE,Arap,10.0,344.0,57.0,68.0,51.0,40.0,30.0,17.0,20.0,15.0,12.0,9.0,"1.138.595,00"
VIVA SKEEANNO,ABD,İngiliz,8.0,334.0,57.0,45.0,46.0,30.0,24.0,17.0,13.0,14.0,9.0,7.0,"3.253.745,00"
SABIKA.24,TÜRKİYE,Arap,6.0,343.0,57.0,45.0,56.0,57.0,40.0,17.0,13.0,16.0,17.0,12.0,",00"
SEMİR,TÜRKİYE,Arap,10.0,348.0,57.0,43.0,45.0,36.0,27.0,16.0,12.0,13.0,10.0,8.0,"5.767.636,25"
ANA KRALİÇE,TÜRKİYE,İngiliz,10.0,379.0,57.0,33.0,42.0,45.0,47.0,15.0,9.0,11.0,12.0,12.0,"3.510.315,00"
ZEHRA.34,TÜRKİYE,Arap,7.0,371.0,57.0,67.0,50.0,47.0,55.0,15.0,18.0,13.0,13.0,15.0,",00"
KITANI,İNGİLTERE,İngiliz,8.0,395.0,57.0,56.0,57.0,56.0,49.0,14.0,14.0,14.0,14.0,12.0,",00"
ALOHA II,TÜRKİYE,İngiliz,13.0,466.0,57.0,53.0,47.0,43.0,54.0,12.0,11.0,10.0,9.0,12.0,"3.202.550,00"
MATRA.40,TÜRKİYE,Arap,7.0,475.0,57.0,48.0,58.0,49.0,43.0,12.0,10.0,12.0,10.0,9.0,",00"
SAHRA.28,TÜRKİYE,Arap,10.0,559.0,57.0,56.0,46.0,35.0,43.0,10.0,10.0,8.0,6.0,8.0,"751.173,00"
NECME.31,TÜRKİYE,Arap,11.0,609.0,57.0,55.0,65.0,63.0,59.0,9.0,9.0,11.0,10.0,10.0,"615.785,50"
GUFRE.49,TÜRKİYE,Arap,11.0,655.0,57.0,72.0,74.0,64.0,56.0,9.0,11.0,11.0,10.0,9.0,"2.533.190,00"
ZAHİDE.34,TÜRKİYE,Arap,14.0,666.0,57.0,67.0,78.0,59.0,73.0,9.0,10.0,12.0,9.0,11.0,"3.028.187,50"
BRAVADE,TÜRKİYE,İngiliz,7.0,274.0,56.0,53.0,50.0,30.0,52.0,20.0,19.0,18.0,11.0,19.0,",00"
İLK KIZ,TÜRKİYE,Arap,8.0,293.0,56.0,28.0,44.0,33.0,15.0,19.0,10.0,15.0,11.0,5.0,"11.510.792,50"
SADO,TÜRKİYE,Arap,7.0,316.0,56.0,39.0,36.0,33.0,23.0,18.0,12.0,11.0,10.0,7.0,"2.099.380,00"
LADY WILLPOWER,TÜRKİYE,İngiliz,9.0,321.0,56.0,27.0,37.0,35.0,39.0,17.0,8.0,12.0,11.0,12.0,"3.927.354,95"
MUHIT,ABD,İngiliz,7.0,358.0,56.0,48.0,45.0,39.0,35.0,16.0,13.0,13.0,11.0,10.0,"1.999.750,00"
SÜVEYDE,TÜRKİYE,Arap,9.0,404.0,56.0,56.0,41.0,54.0,42.0,14.0,14.0,10.0,13.0,10.0,"5.402.325,00"
CAHİDE.64,TÜRKİYE,Arap,8.0,433.0,56.0,72.0,42.0,53.0,35.0,13.0,17.0,10.0,12.0,8.0,"1.200.461,00"
GUFRE.21,TÜRKİYE,Arap,6.0,416.0,56.0,57.0,51.0,68.0,46.0,13.0,14.0,12.0,16.0,11.0,",00"
WIG,ABD,İngiliz,8.0,462.0,56.0,52.0,47.0,58.0,51.0,12.0,11.0,10.0,13.0,11.0,"684.469,40"
RODE.12,TÜRKİYE,Arap,8.0,469.0,56.0,56.0,59.0,53.0,34.0,12.0,12.0,13.0,11.0,7.0,"2.298.324,00"
GÜLMAHİDE,TÜRKİYE,Arap,12.0,479.0,56.0,52.0,36.0,48.0,44.0,12.0,11.0,8.0,10.0,9.0,"2.514.947,50"
NECME.41,TÜRKİYE,Arap,10.0,494.0,56.0,59.0,61.0,44.0,35.0,11.0,12.0,12.0,9.0,7.0,"2.398.555,00"
MATRA.17,TÜRKİYE,Arap,10.0,563.0,56.0,68.0,78.0,67.0,42.0,10.0,12.0,14.0,12.0,7.0,",00"
CHARMY,TÜRKİYE,İngiliz,5.0,213.0,55.0,35.0,31.0,24.0,18.0,26.0,16.0,15.0,11.0,8.0,"3.718.740,00"
RODE.4.,TÜRKİYE,Arap,6.0,234.0,55.0,33.0,27.0,25.0,22.0,24.0,14.0,12.0,11.0,9.0,",00"
SAAFEND,İNGİLTERE,İngiliz,9.0,237.0,55.0,30.0,20.0,20.0,25.0,23.0,13.0,8.0,8.0,11.0,"1.434.285,60"
ALTINGÜL,TÜRKİYE,Arap,7.0,289.0,55.0,46.0,38.0,33.0,26.0,19.0,16.0,13.0,11.0,9.0,"6.689.610,60"
HANIMKIZ,TÜRKİYE,İngiliz,8.0,283.0,55.0,45.0,35.0,35.0,23.0,19.0,16.0,12.0,12.0,8.0,"7.413.896,10"
LA BIMBA,ABD,İngiliz,8.0,318.0,55.0,39.0,47.0,34.0,41.0,17.0,12.0,15.0,11.0,13.0,"380.640,70"
ZAFİRE.15,TÜRKİYE,Arap,8.0,348.0,55.0,30.0,35.0,37.0,24.0,16.0,9.0,10.0,11.0,7.0,"4.203.052,50"
OPHELIA,TÜRKİYE,İngiliz,11.0,350.0,55.0,57.0,48.0,46.0,53.0,16.0,16.0,14.0,13.0,15.0,",00"
ELMASBİKE,TÜRKİYE,Arap,7.0,380.0,55.0,55.0,34.0,53.0,35.0,14.0,14.0,9.0,14.0,9.0,"12.610.500,00"
CLEOPATRA,TÜRKİYE,İngiliz,15.0,425.0,55.0,34.0,42.0,34.0,45.0,13.0,8.0,10.0,8.0,11.0,"905.345,90"
GÖNÜL.2,TÜRKİYE,Arap,15.0,466.0,55.0,42.0,48.0,37.0,48.0,12.0,9.0,10.0,8.0,10.0,"1.626.180,00"
SEYYARE.34,TÜRKİYE,Arap,11.0,484.0,55.0,53.0,45.0,42.0,46.0,11.0,11.0,9.0,9.0,10.0,"487.282,50"
TEKYILDIZ,TÜRKİYE,İngiliz,11.0,484.0,55.0,60.0,61.0,40.0,46.0,11.0,12.0,13.0,8.0,10.0,"5.917.516,44"
CAHİDE.74,TÜRKİYE,Arap,14.0,504.0,55.0,51.0,46.0,38.0,38.0,11.0,10.0,9.0,8.0,8.0,"2.285.950,00"
ZEHRA.93,TÜRKİYE,Arap,8.0,600.0,55.0,60.0,54.0,65.0,43.0,9.0,10.0,9.0,11.0,7.0,"341.969,00"
SAINTE VICTOIRE,FRANSA,İngiliz,8.0,263.0,54.0,46.0,33.0,34.0,20.0,21.0,17.0,13.0,13.0,8.0,"162.718,50"
CANÖZÜM,TÜRKİYE,Arap,9.0,322.0,54.0,40.0,37.0,34.0,29.0,17.0,12.0,11.0,11.0,9.0,"7.363.755,00"
MESRURE.20,TÜRKİYE,Arap,4.0,331.0,54.0,62.0,49.0,48.0,44.0,16.0,19.0,15.0,15.0,13.0,",00"
ZEHRA.120,TÜRKİYE,Arap,9.0,358.0,54.0,33.0,36.0,21.0,31.0,15.0,9.0,10.0,6.0,9.0,"4.249.611,25"
RUKİYEHANIM,TÜRKİYE,Arap,6.0,359.0,54.0,43.0,49.0,42.0,34.0,15.0,12.0,14.0,12.0,9.0,"3.780.947,50"
ALMİMRUHİYE.10,TÜRKİYE,Arap,7.0,390.0,54.0,35.0,44.0,43.0,40.0,14.0,9.0,11.0,11.0,10.0,",00"
SAHRA.21,TÜRKİYE,Arap,5.0,376.0,54.0,54.0,52.0,34.0,57.0,14.0,14.0,14.0,9.0,15.0,",00"
TEMPLE MUSIC,TÜRKİYE,İngiliz,9.0,419.0,54.0,39.0,58.0,46.0,42.0,13.0,9.0,14.0,11.0,10.0,"2.412,00"
TURFETÜNNUR.17,TÜRKİYE,Arap,9.0,409.0,54.0,34.0,42.0,43.0,31.0,13.0,8.0,10.0,11.0,8.0,"208.086,00"
NAZIMA.16,TÜRKİYE,Arap,3.0,418.0,54.0,48.0,62.0,47.0,48.0,13.0,11.0,15.0,11.0,11.0,",00"
HAMDE.47,TÜRKİYE,Arap,11.0,523.0,54.0,38.0,43.0,40.0,32.0,10.0,7.0,8.0,8.0,6.0,"1.732.435,00"
BAĞDATGÜLÜ.20,TÜRKİYE,Arap,8.0,649.0,54.0,55.0,87.0,56.0,71.0,8.0,8.0,13.0,9.0,11.0,"398.302,00"
RUBİO,TÜRKİYE,İngiliz,5.0,219.0,53.0,32.0,19.0,16.0,20.0,24.0,15.0,9.0,7.0,9.0,"1.925.910,00"
BADEKIZIM,TÜRKİYE,Arap,6.0,218.0,53.0,38.0,26.0,19.0,23.0,24.0,17.0,12.0,9.0,11.0,"21.644.963,75"
NEY,TÜRKİYE,İngiliz,6.0,229.0,53.0,51.0,37.0,25.0,31.0,23.0,22.0,16.0,11.0,14.0,",00"
NEAME.38,TÜRKİYE,Arap,6.0,256.0,53.0,36.0,27.0,25.0,20.0,21.0,14.0,11.0,10.0,8.0,"1.420.945,00"
NENEHATUN,TÜRKİYE,Arap,8.0,277.0,53.0,42.0,34.0,22.0,31.0,19.0,15.0,12.0,8.0,11.0,"11.236.827,50"
STARLICE,TÜRKİYE,Arap,5.0,278.0,53.0,27.0,41.0,22.0,26.0,19.0,10.0,15.0,8.0,9.0,"1.567.336,00"
CAPRICIOUS HARMONY,TÜRKİYE,İngiliz,8.0,302.0,53.0,43.0,45.0,28.0,38.0,18.0,14.0,15.0,9.0,13.0,",00"
STAR FLICKER,KANADA,İngiliz,10.0,306.0,53.0,37.0,32.0,33.0,34.0,17.0,12.0,10.0,11.0,11.0,"5.276.937,40"
STEEL GIRL,TÜRKİYE,İngiliz,10.0,331.0,53.0,54.0,39.0,40.0,40.0,16.0,16.0,12.0,12.0,12.0,"5.561.986,20"
KEMİYETÜLIRAK.7.,TÜRKİYE,Arap,7.0,336.0,53.0,46.0,34.0,43.0,42.0,16.0,14.0,10.0,13.0,12.0,",00"
NEAME.43,TÜRKİYE,Arap,9.0,354.0,53.0,36.0,52.0,39.0,34.0,15.0,10.0,15.0,11.0,10.0,"1.926.545,00"
MEBRUKE.64,TÜRKİYE,Arap,6.0,384.0,53.0,53.0,53.0,46.0,32.0,14.0,14.0,14.0,12.0,8.0,",00"
YILDIZ TÜRE,TÜRKİYE,Arap,8.0,373.0,53.0,48.0,39.0,48.0,32.0,14.0,13.0,10.0,13.0,9.0,"6.373.238,75"
KİBARYILDIZ,TÜRKİYE,Arap,8.0,433.0,53.0,41.0,60.0,44.0,50.0,12.0,9.0,14.0,10.0,12.0,"2.834.885,00"
MELİKETÜLCEMAL.25,TÜRKİYE,Arap,4.0,426.0,53.0,62.0,47.0,41.0,37.0,12.0,15.0,11.0,10.0,9.0,",00"
NAZEY,TÜRKİYE,Arap,11.0,480.0,53.0,38.0,43.0,40.0,43.0,11.0,8.0,9.0,8.0,9.0,"2.358.430,00"
AKÇIKMAZ,TÜRKİYE,Arap,7.0,479.0,53.0,57.0,51.0,46.0,37.0,11.0,12.0,11.0,10.0,8.0,"2.889.248,75"
MATRA.25,TÜRKİYE,Arap,9.0,497.0,53.0,63.0,77.0,76.0,62.0,11.0,13.0,15.0,15.0,12.0,",00"
CAHİDE.66,TÜRKİYE,Arap,10.0,539.0,53.0,60.0,60.0,66.0,56.0,10.0,11.0,11.0,12.0,10.0,"913.050,00"
NECME.32,TÜRKİYE,Arap,9.0,603.0,53.0,63.0,65.0,64.0,66.0,9.0,10.0,11.0,11.0,11.0,"2.751.274,50"
MESRURE.56,TÜRKİYE,Arap,10.0,585.0,53.0,68.0,78.0,90.0,60.0,9.0,12.0,13.0,15.0,10.0,"4.686.398,75"
TOMURCUK,TÜRKİYE,Arap,12.0,601.0,53.0,59.0,54.0,57.0,53.0,9.0,10.0,9.0,9.0,9.0,"5.308.406,25"
RODE.11,TÜRKİYE,Arap,13.0,671.0,53.0,63.0,50.0,84.0,77.0,8.0,9.0,7.0,13.0,11.0,"1.505.265,00"
SABIKAY,TÜRKİYE,Arap,11.0,716.0,53.0,64.0,83.0,79.0,94.0,7.0,9.0,12.0,11.0,13.0,"2.698.352,50"
AHU.23,TÜRKİYE,Arap,3.0,161.0,52.0,20.0,17.0,18.0,16.0,32.0,12.0,11.0,11.0,10.0,",00"
FANTASY FLYER,ABD,İngiliz,6.0,215.0,52.0,38.0,17.0,15.0,18.0,24.0,18.0,8.0,7.0,8.0,"3.522.633,50"
NEŞE,TÜRKİYE,Arap,7.0,248.0,52.0,41.0,31.0,22.0,23.0,21.0,17.0,12.0,9.0,9.0,"8.278.166,25"
NEVESER,TÜRKİYE,İngiliz,8.0,272.0,52.0,46.0,37.0,30.0,18.0,19.0,17.0,14.0,11.0,7.0,",00"
LEYLO,TÜRKİYE,Arap,8.0,272.0,52.0,41.0,32.0,38.0,23.0,19.0,15.0,12.0,14.0,8.0,"3.370.022,25"
SAICHANIA,İNGİLTERE,İngiliz,9.0,350.0,52.0,31.0,40.0,36.0,37.0,15.0,9.0,11.0,10.0,11.0,"2.352.309,00"
RODE.13,TÜRKİYE,Arap,8.0,336.0,52.0,53.0,36.0,23.0,30.0,15.0,16.0,11.0,7.0,9.0,"3.726.589,00"
VIKA,RUSYA(A),Arap,7.0,352.0,52.0,43.0,38.0,39.0,25.0,15.0,12.0,11.0,11.0,7.0,"4.837.035,00"
FUSS,ABD,İngiliz,11.0,361.0,52.0,36.0,47.0,35.0,35.0,14.0,10.0,13.0,10.0,10.0,"2.480.891,25"
THINKER BELL,TÜRKİYE,İngiliz,11.0,377.0,52.0,62.0,61.0,34.0,36.0,14.0,16.0,16.0,9.0,10.0,"9.331.658,75"
ALMİMRUHİYE.21,TÜRKİYE,Arap,9.0,401.0,52.0,29.0,32.0,30.0,31.0,13.0,7.0,8.0,7.0,8.0,"2.282.260,00"
NECME.37,TÜRKİYE,Arap,9.0,410.0,52.0,40.0,25.0,44.0,36.0,13.0,10.0,6.0,11.0,9.0,"1.923.440,00"
MESRURE.55,TÜRKİYE,Arap,9.0,393.0,52.0,40.0,42.0,42.0,40.0,13.0,10.0,11.0,11.0,10.0,"3.990.570,00"
ZAHİDE.36,TÜRKİYE,Arap,13.0,484.0,52.0,42.0,52.0,47.0,49.0,11.0,9.0,11.0,10.0,10.0,"4.923.488,75"
GIG,ABD,İngiliz,8.0,465.0,52.0,39.0,37.0,39.0,48.0,11.0,8.0,8.0,8.0,10.0,"322.615,00"
MATRA.68,TÜRKİYE,Arap,11.0,463.0,52.0,46.0,44.0,44.0,39.0,11.0,10.0,10.0,10.0,8.0,"1.841.935,00"
SHIERO,TÜRKİYE,İngiliz,14.0,496.0,52.0,49.0,52.0,53.0,44.0,10.0,10.0,10.0,11.0,9.0,"3.487.638,62"
İLKORU,TÜRKİYE,Arap,11.0,526.0,52.0,54.0,63.0,64.0,55.0,10.0,10.0,12.0,12.0,10.0,"7.102.412,50"
MATRA.32,TÜRKİYE,Arap,14.0,586.0,52.0,49.0,48.0,65.0,57.0,9.0,8.0,8.0,11.0,10.0,"1.681,50"
SABIKA.43,TÜRKİYE,Arap,10.0,574.0,52.0,46.0,82.0,78.0,51.0,9.0,8.0,14.0,14.0,9.0,"170.665,00"
HANKIZI,TÜRKİYE,Arap,5.0,217.0,51.0,44.0,29.0,21.0,30.0,24.0,20.0,13.0,10.0,14.0,"19.670.078,75"
HEXGREAVE ELITE,İNGİLTERE,İngiliz,6.0,244.0,51.0,30.0,25.0,24.0,20.0,21.0,12.0,10.0,10.0,8.0,"144.000,00"
FAZILA.11,TÜRKİYE,Arap,3.0,273.0,51.0,24.0,24.0,14.0,36.0,19.0,9.0,9.0,5.0,13.0,",00"
ALCINA,TÜRKİYE,İngiliz,9.0,291.0,51.0,24.0,39.0,38.0,32.0,18.0,8.0,13.0,13.0,11.0,"4.065.485,90"
ŞAHİDE.55,TÜRKİYE,Arap,7.0,344.0,51.0,33.0,32.0,43.0,24.0,15.0,10.0,9.0,12.0,7.0,"2.244.380,00"
SU I,TÜRKİYE,İngiliz,8.0,332.0,51.0,36.0,29.0,36.0,33.0,15.0,11.0,9.0,11.0,10.0,"1.617.461,20"
GÜLDEM II,TÜRKİYE,İngiliz,14.0,371.0,51.0,31.0,41.0,45.0,32.0,14.0,8.0,11.0,12.0,9.0,"479.568,50"
MATRA.66,TÜRKİYE,Arap,11.0,392.0,51.0,40.0,43.0,33.0,46.0,13.0,10.0,11.0,8.0,12.0,"2.199.170,00"
YARDIMCIKIZI,TÜRKİYE,Arap,10.0,386.0,51.0,43.0,47.0,48.0,36.0,13.0,11.0,12.0,12.0,9.0,"5.079.332,50"
SEN VE BEN,TÜRKİYE,İngiliz,11.0,417.0,51.0,39.0,32.0,42.0,25.0,12.0,9.0,8.0,10.0,6.0,"1.000.701,00"
ZEHRA.112,TÜRKİYE,Arap,10.0,412.0,51.0,64.0,38.0,40.0,45.0,12.0,16.0,9.0,10.0,11.0,"4.018.020,00"
MAHİDE.15,TÜRKİYE,Arap,7.0,437.0,51.0,52.0,60.0,47.0,36.0,12.0,12.0,14.0,11.0,8.0,"1.528.050,00"
KEMİYETÜLIRAK.30,TÜRKİYE,Arap,7.0,434.0,51.0,39.0,38.0,36.0,21.0,12.0,9.0,9.0,8.0,5.0,"3.031,00"
KEMİYETÜLIRAK.17,TÜRKİYE,Arap,9.0,440.0,51.0,60.0,58.0,53.0,37.0,12.0,14.0,13.0,12.0,8.0,",00"
NEAME.26,TÜRKİYE,Arap,10.0,452.0,51.0,72.0,58.0,55.0,43.0,11.0,16.0,13.0,12.0,10.0,"65.795,00"
AVŞARKIZI,TÜRKİYE,Arap,11.0,461.0,51.0,53.0,51.0,49.0,55.0,11.0,11.0,11.0,11.0,12.0,"6.478.292,50"
MATRA.33,TÜRKİYE,Arap,8.0,514.0,51.0,43.0,54.0,60.0,70.0,10.0,8.0,11.0,12.0,14.0,"38.945,00"
KEMİYETÜLIRAK.34,TÜRKİYE,Arap,11.0,537.0,51.0,65.0,65.0,50.0,44.0,9.0,12.0,12.0,9.0,8.0,"1.213.920,00"
DEFNE,TÜRKİYE,Arap,13.0,537.0,51.0,65.0,69.0,68.0,69.0,9.0,12.0,13.0,13.0,13.0,"3.933.433,75"
NECME.30,TÜRKİYE,Arap,10.0,583.0,51.0,64.0,61.0,67.0,46.0,9.0,11.0,10.0,11.0,8.0,"119.462,00"
MESRURE.42,TÜRKİYE,Arap,16.0,585.0,51.0,69.0,57.0,73.0,70.0,9.0,12.0,10.0,12.0,12.0,"2.421.570,00"
TURFETÜNNUR.26,TÜRKİYE,Arap,11.0,619.0,51.0,54.0,65.0,50.0,59.0,8.0,9.0,11.0,8.0,10.0,"1.570.293,00"
MESRURE.25,TÜRKİYE,Arap,5.0,204.0,50.0,31.0,24.0,21.0,10.0,25.0,15.0,12.0,10.0,5.0,",00"
ALFUNUN,İRLANDA,İngiliz,10.0,225.0,50.0,42.0,22.0,20.0,21.0,22.0,19.0,10.0,9.0,9.0,"10.533.240,00"
QUEENS OF KARANS,TÜRKİYE,İngiliz,8.0,238.0,50.0,32.0,26.0,27.0,25.0,21.0,13.0,11.0,11.0,11.0,"5.858.003,75"
ÖZGÜNÇİÇEK,TÜRKİYE,Arap,7.0,255.0,50.0,41.0,34.0,32.0,20.0,20.0,16.0,13.0,13.0,8.0,"11.644.295,00"
SUMRU,TÜRKİYE,Arap,8.0,311.0,50.0,38.0,35.0,42.0,35.0,16.0,12.0,11.0,14.0,11.0,"1.953.065,00"
GÖKYEL,TÜRKİYE,Arap,13.0,325.0,50.0,31.0,39.0,33.0,35.0,15.0,10.0,12.0,10.0,11.0,"4.029.040,00"
GUFRE.19,TÜRKİYE,Arap,11.0,332.0,50.0,44.0,44.0,44.0,27.0,15.0,13.0,13.0,13.0,8.0,",00"
AYDAN,TÜRKİYE,Arap,8.0,365.0,50.0,39.0,41.0,38.0,22.0,14.0,11.0,11.0,10.0,6.0,"1.520.930,00"
SEÇİLAY,TÜRKİYE,Arap,9.0,365.0,50.0,55.0,25.0,42.0,42.0,14.0,15.0,7.0,12.0,12.0,"10.148.583,75"
NEAME.45,TÜRKİYE,Arap,7.0,377.0,50.0,56.0,44.0,41.0,26.0,13.0,15.0,12.0,11.0,7.0,"3.358.751,00"
MEBRUKE.66,TÜRKİYE,Arap,4.0,383.0,50.0,32.0,41.0,53.0,39.0,13.0,8.0,11.0,14.0,10.0,",00"
ALDIRMAGÖNÜL,TÜRKİYE,Arap,8.0,376.0,50.0,31.0,37.0,41.0,30.0,13.0,8.0,10.0,11.0,8.0,"1.708.180,00"
ŞEFİKA.17,TÜRKİYE,Arap,3.0,402.0,50.0,50.0,43.0,38.0,37.0,12.0,12.0,11.0,9.0,9.0,"911.849,50"
NEAME.54,TÜRKİYE,Arap,5.0,423.0,50.0,48.0,36.0,41.0,45.0,12.0,11.0,9.0,10.0,11.0,"3.815.179,00"
ALMİMRUHİYE.22,TÜRKİYE,Arap,10.0,420.0,50.0,50.0,48.0,38.0,40.0,12.0,12.0,11.0,9.0,10.0,"2.397.140,00"
MEBRUKE.67,TÜRKİYE,Arap,8.0,468.0,50.0,49.0,54.0,42.0,40.0,11.0,10.0,12.0,9.0,9.0,"16.210,50"
EKİN,TÜRKİYE,Arap,9.0,452.0,50.0,55.0,55.0,37.0,49.0,11.0,12.0,12.0,8.0,11.0,"5.740.811,25"
BULLSEYE,TÜRKİYE,İngiliz,9.0,447.0,50.0,33.0,49.0,47.0,45.0,11.0,7.0,11.0,11.0,10.0,"3.242.122,50"
BAĞDATGÜLÜ.25,TÜRKİYE,Arap,6.0,483.0,50.0,64.0,59.0,47.0,45.0,10.0,13.0,12.0,10.0,9.0,"1.526.103,00"
MEBRUKE.90,TÜRKİYE,Arap,12.0,546.0,50.0,44.0,53.0,49.0,51.0,9.0,8.0,10.0,9.0,9.0,"3.929.540,00"
PRIMAVERA,TÜRKİYE,İngiliz,4.0,197.0,49.0,41.0,33.0,21.0,24.0,25.0,21.0,17.0,11.0,12.0,",00"
TUDOR İZİ,TÜRKİYE,İngiliz,5.0,211.0,49.0,42.0,34.0,20.0,21.0,23.0,20.0,16.0,9.0,10.0,",00"
