Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
YANDIMAYŞE,TÜRKİYE,Arap,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BURHANİYE,TÜRKİYE,Arap,2.0,21.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0,5.0,14.0,"54.682,50"
FİNCAN,TÜRKİYE,Arap,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
UZUNYARİM,TÜRKİYE,Arap,2.0,26.0,0.0,4.0,2.0,6.0,0.0,0.0,15.0,8.0,23.0,0.0,"280.197,50"
AYŞE HANIM,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LEYLUŞİ,TÜRKİYE,İngiliz,3.0,27.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,15.0,"74.836,25"
ELL BAHR,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SHAKEHEAD,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NOBLE MOUNTAIN,TÜRKİYE,İngiliz,2.0,16.0,0.0,1.0,1.0,1.0,4.0,0.0,6.0,6.0,6.0,25.0,"40.623,75"
ŞANSLI TORUN,TÜRKİYE,İngiliz,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,"5.232,50"
FAST WHISPER,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÇAĞCAN,TÜRKİYE,İngiliz,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SILVER SHOES,TÜRKİYE,İngiliz,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SÖNMEZAY,TÜRKİYE,İngiliz,3.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,"40.652,50"
ASTARTE,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GORKY PARK,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KIZILYELE,TÜRKİYE,İngiliz,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LEYDİ İNTO,TÜRKİYE,İngiliz,2.0,23.0,0.0,2.0,0.0,3.0,2.0,0.0,9.0,0.0,13.0,9.0,"138.115,00"
TRY ME CATHY,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,"8.280,00"
ROYAL LADY,TÜRKİYE,İngiliz,1.0,10.0,0.0,1.0,0.0,2.0,2.0,0.0,10.0,0.0,20.0,20.0,"42.693,75"
TIME OF FLİGHT,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BERİVAN,TÜRKİYE,İngiliz,3.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,"22.885,00"
YELENA,TÜRKİYE,İngiliz,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SEASHE,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
LUCKY TIME,TÜRKİYE,İngiliz,1.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,9.0,0.0,"112.125,00"
LATE SUMMER,ABD,İngiliz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"88.936,40"
BATINAH,FRANSA,İngiliz,1.0,20.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,10.0,10.0,"22.425,00"
MANROY,FRANSA,İngiliz,3.0,26.0,0.0,1.0,1.0,6.0,1.0,0.0,4.0,4.0,23.0,4.0,"291.870,00"
MY SWAN,TÜRKİYE,İngiliz,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÇARİÇE,TÜRKİYE,İngiliz,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HOPE DIAMOND,TÜRKİYE,İngiliz,4.0,27.0,0.0,2.0,2.0,0.0,5.0,0.0,7.0,7.0,0.0,19.0,"334.707,50"
OCEAN LOWER,TÜRKİYE,İngiliz,4.0,18.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,17.0,6.0,6.0,"213.670,00"
SECRET PRESS,TÜRKİYE,İngiliz,1.0,10.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,20.0,30.0,0.0,"48.300,00"
SOLDANA,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,"11.730,00"
ÇEKİRDEK,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
JANİCO,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MEGA FOX,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÖZDE GELİN,TÜRKİYE,İngiliz,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MISS LEGEND,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜLENGÖZ,TÜRKİYE,Arap,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,"8.625,00"
TUANA ZEYNEP,TÜRKİYE,Arap,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,"12.420,00"
MAHZEN,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DRAMATİK,TÜRKİYE,Arap,3.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"12.477,50"
CEMİLEM,TÜRKİYE,Arap,2.0,29.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,7.0,14.0,"62.157,50"
BALKAN RÜZGARI,TÜRKİYE,Arap,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,"46.920,00"
DİLA SULTAN,TÜRKİYE,Arap,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÜZÜLMEZ,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARI MAYA,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HANDANKIZ,TÜRKİYE,Arap,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MÜJDELİ KIZ,TÜRKİYE,Arap,1.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,"20.700,00"
ÖZCEYLAN,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜZELSAÇAN,TÜRKİYE,Arap,3.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,"6.957,50"
ŞİRİNCELİM,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DIREJKIZI,TÜRKİYE,Arap,3.0,69.0,0.0,8.0,10.0,4.0,12.0,0.0,12.0,14.0,6.0,17.0,"1.217.340,00"
KIRIKOK,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MAVİ MELEK,TÜRKİYE,Arap,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,"3.450,00"
IRMAK GÜLÜ,TÜRKİYE,Arap,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,"62.790,00"
MOON LIGHT,TÜRKİYE,Arap,2.0,23.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,26.0,"28.807,50"
AKDAĞLAR,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,"9.315,00"
TANEM,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ESKUBERDE,TÜRKİYE,İngiliz,3.0,69.0,0.0,5.0,6.0,8.0,11.0,0.0,7.0,9.0,12.0,16.0,"527.160,00"
TACIM,TÜRKİYE,İngiliz,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
WE LUCKY DAY,TÜRKİYE,İngiliz,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ÇERKES DANSI,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
STAR LUXOR,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,14.0,29.0,"13.253,75"
MUHAYO,TÜRKİYE,İngiliz,2.0,20.0,0.0,1.0,1.0,2.0,4.0,0.0,5.0,5.0,10.0,20.0,"49.047,50"
BİR UMUT,TÜRKİYE,İngiliz,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ROLİN,TÜRKİYE,İngiliz,1.0,15.0,0.0,1.0,0.0,3.0,3.0,0.0,7.0,0.0,20.0,20.0,"47.983,75"
SELECTED,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MALAKANA,TÜRKİYE,İngiliz,1.0,7.0,0.0,1.0,1.0,2.0,2.0,0.0,14.0,14.0,29.0,29.0,"73.657,50"
BLITZKRIEG,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,14.0,29.0,"12.075,00"
DIAMOND GIRL,TÜRKİYE,İngiliz,2.0,23.0,0.0,1.0,4.0,3.0,4.0,0.0,4.0,17.0,13.0,17.0,"109.508,75"
EDUL,TÜRKİYE,İngiliz,2.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,"41.055,00"
ŞANSKÜPÜ,TÜRKİYE,Arap,2.0,25.0,0.0,1.0,1.0,8.0,5.0,0.0,4.0,4.0,32.0,20.0,"120.290,00"
CAFCAFLI,TÜRKİYE,Arap,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,"5.807,50"
ÇIĞLIKARA,TÜRKİYE,Arap,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,"74.865,00"
YARKENT,TÜRKİYE,Arap,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ALİNAM,TÜRKİYE,İngiliz,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NEVER WITHOUT YOU,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NEVER MIND,TÜRKİYE,İngiliz,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
İMBAT,TÜRKİYE,İngiliz,3.0,18.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,17.0,11.0,"85.818,75"
SADİFE SULTAN,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
AFRICAN QUEEN,TÜRKİYE,İngiliz,1.0,14.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,7.0,14.0,"41.170,00"
ASİL SOYLUM,TÜRKİYE,İngiliz,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MIDNIGHT EXPRESS,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
YAŞARNUR,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MELTEMTAY,TÜRKİYE,Arap,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,"12.477,50"
ÇİÇEKKAYA,TÜRKİYE,Arap,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
DURUGÜL,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KIYMET,TÜRKİYE,Arap,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,"23.115,00"
SITARA,TÜRKİYE,Arap,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,"110.400,00"
TİNSEL,TÜRKİYE,Arap,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EYYARCAN,TÜRKİYE,Arap,3.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,"37.030,00"
PARAMOUR,TÜRKİYE,İngiliz,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KALWARIA,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EYLÜLCAN,TÜRKİYE,İngiliz,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ŞAPKALI KIZ,TÜRKİYE,Arap,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KEZBAN,TÜRKİYE,Arap,6.0,43.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,5.0,0.0,7.0,"42.200,00"
WEST LADY,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
EL MANO,TÜRKİYE,İngiliz,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,"27.600,00"
BALLINUR,TÜRKİYE,İngiliz,1.0,20.0,0.0,1.0,2.0,1.0,6.0,0.0,5.0,10.0,5.0,30.0,"87.630,00"
PASTORIA,TÜRKİYE,İngiliz,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"3.450,00"
ÇİFTLİK RÜZGARI,TÜRKİYE,Arap,1.0,14.0,0.0,2.0,1.0,3.0,0.0,0.0,14.0,7.0,21.0,0.0,"542.865,00"
KIZIMIN KIZI,TÜRKİYE,Arap,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MİRASULTAN,TÜRKİYE,Arap,1.0,28.0,0.0,1.0,2.0,2.0,3.0,0.0,4.0,7.0,7.0,11.0,"124.947,50"
GÜZEL KÖYLÜ,TÜRKİYE,Arap,3.0,31.0,0.0,4.0,4.0,2.0,1.0,0.0,13.0,13.0,6.0,3.0,"438.840,00"
BERRİN TEYZE,TÜRKİYE,Arap,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MÜRÜVVET,TÜRKİYE,İngiliz,2.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,"7.676,25"
SOĞUK NEHİR,TÜRKİYE,Arap,2.0,12.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,0.0,8.0,25.0,"60.145,00"
SELEN MY GIRL,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MÜKERREM TEYZE,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PANBALAM,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
COUNTRY EKSPRESS,TÜRKİYE,İngiliz,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,22.0,"45.367,50"
EYLEMCAN,TÜRKİYE,İngiliz,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MARGARİTA,TÜRKİYE,Arap,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ARATHANIMKIZI,TÜRKİYE,Arap,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ESENLİ GÜZELİ,TÜRKİYE,Arap,3.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,"21.303,75"
ŞİVENAZ,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HEDİYEHANIM,TÜRKİYE,Arap,1.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,15.0,"34.787,50"
GÜLENGÜN,TÜRKİYE,Arap,2.0,21.0,0.0,2.0,4.0,3.0,1.0,0.0,10.0,19.0,14.0,5.0,"489.615,00"
AĞİTA,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BAGATELLE,TÜRKİYE,İngiliz,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
SINEMIS,ABD,İngiliz,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,"5.577,50"
AL BASHEQ,FRANSA,Arap,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,"26.977,60"
TARA SINUHE,FRANSA,Arap,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,",00"
AZIA,İRLANDA,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
MOSQUERAS ROMANCE,İNGİLTERE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
LULLA,İNGİLTERE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
FLIP FLOP,FRANSA,İngiliz,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,"47.729,60"
MULLEIN,İNGİLTERE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,",00"
ABSOLUTELY COOL,İRLANDA,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
PERFECT FUN,İNGİLTERE,İngiliz,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"95.459,20"
SAND VIXEN,İNGİLTERE,İngiliz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"448.243,20"
LADY RIVER,TÜRKİYE,İngiliz,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
RONAYCAN,TÜRKİYE,Arap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
NİZİP,TÜRKİYE,Arap,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,"15.640,00"
ERENLER KIZI,TÜRKİYE,İngiliz,2.0,10.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,10.0,20.0,10.0,"251.325,00"
MERCY,TÜRKİYE,İngiliz,2.0,16.0,0.0,2.0,2.0,0.0,1.0,0.0,12.0,12.0,0.0,6.0,"292.445,00"
MUJAMALA,İRLANDA,İngiliz,3.0,19.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,11.0,11.0,"42.233,75"
ÖZGÜLÜM,TÜRKİYE,İngiliz,1.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,"32.602,50"
FLYING QUEEN,TÜRKİYE,İngiliz,2.0,16.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,12.0,12.0,"48.760,00"
WINNER TUANA,TÜRKİYE,İngiliz,3.0,17.0,0.0,1.0,2.0,3.0,3.0,0.0,6.0,12.0,18.0,18.0,"90.275,00"
ASTA,TÜRKİYE,İngiliz,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ASNAWAND,TÜRKİYE,İngiliz,3.0,23.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,4.0,9.0,"62.790,00"
DİLŞANKIZI,TÜRKİYE,Arap,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,"17.250,00"
MELIORA,TÜRKİYE,İngiliz,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,"41.400,00"
TOP TRAIL,ABD,İngiliz,1.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,11.0,33.0,0.0,"121.900,00"
DOĞU PINARI,TÜRKİYE,Arap,1.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,11.0,11.0,11.0,"75.900,00"
ARINA ME,TÜRKİYE,İngiliz,3.0,33.0,0.0,1.0,5.0,3.0,2.0,0.0,3.0,15.0,9.0,6.0,"391.460,00"
NYMPHADORA,TÜRKİYE,İngiliz,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,"5.750,00"
DEROLİ,TÜRKİYE,İngiliz,2.0,19.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,11.0,5.0,"95.983,75"
MOTIVATED SREVA,ABD,İngiliz,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,"3.105,00"
INSTANT CRUSH,TÜRKİYE,İngiliz,3.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,"38.410,00"
ORDIA,ALMANYA,İngiliz,3.0,52.0,0.0,7.0,2.0,9.0,2.0,0.0,13.0,4.0,17.0,4.0,"352.848,75"
FLYING DUTCH GIRL,TÜRKİYE,İngiliz,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,"13.627,50"
DEKMAN,TÜRKİYE,İngiliz,1.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,33.0,17.0,0.0,17.0,"143.520,00"
TAKANIYA,İRLANDA,İngiliz,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
ZELİŞ HANIM,TÜRKİYE,Arap,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
HELGALEIN,TÜRKİYE,İngiliz,2.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,14.0,7.0,7.0,"100.510,00"
LADY SINOPE,TÜRKİYE,İngiliz,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
GÜLSİMA,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
BELİZ HANIM,TÜRKİYE,Arap,2.0,12.0,0.0,1.0,2.0,0.0,5.0,0.0,8.0,17.0,0.0,42.0,"129.720,00"
FIRST EXIT,TÜRKİYE,İngiliz,2.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,22.0,"47.897,50"
KIZIM ASUDE,TÜRKİYE,İngiliz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
TEA SPOON,TÜRKİYE,İngiliz,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,"12.793,75"
OCEAN GODDESS,TÜRKİYE,İngiliz,1.0,38.0,0.0,6.0,6.0,8.0,4.0,0.0,16.0,16.0,21.0,11.0,"917.470,00"
FLASHING HARMONY,TÜRKİYE,İngiliz,2.0,20.0,0.0,3.0,1.0,2.0,3.0,0.0,15.0,5.0,10.0,15.0,"212.865,00"
NAZLINAZLI,TÜRKİYE,Arap,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,"49.910,00"
KAŞEN,TÜRKİYE,İngiliz,2.0,10.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,20.0,30.0,"42.837,50"
LIGHT FOOT,TÜRKİYE,İngiliz,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,"125.580,00"
ÇALPARA,TÜRKİYE,İngiliz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"187.200,00"
FİSKAYA GÜZELİ,TÜRKİYE,Arap,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,17.0,0.0,"51.750,00"
ŞEBOŞ,TÜRKİYE,İngiliz,1.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,8.0,8.0,"40.077,50"
BESTEREK,TÜRKİYE,İngiliz,3.0,45.0,0.0,4.0,5.0,9.0,6.0,0.0,9.0,11.0,20.0,13.0,"368.977,50"
DIVINE POWER,TÜRKİYE,İngiliz,1.0,17.0,0.0,2.0,3.0,2.0,2.0,0.0,12.0,18.0,12.0,12.0,"93.552,50"
YILDIZLI,TÜRKİYE,Arap,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",00"
KİBARHATUN,TÜRKİYE,Arap,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,"46.800,00"
FEVRONYABAY,TÜRKİYE,İngiliz,1.0,10.0,0.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,10.0,20.0,"41.773,75"
NİLSERİM,TÜRKİYE,Arap,3.0,20.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,10.0,"31.395,00"
