Jokey,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Jokey Kısaltması
ALAATTİN KÜRÜNDÜK,2998.0,213.0,223.0,206.0,250.0,314.0,7.0,7.0,7.0,8.0,10.0,A.KÜRÜNDÜK
ATAKAN CEM DAĞDEVİREN,3095.0,213.0,304.0,281.0,317.0,326.0,7.0,10.0,9.0,10.0,11.0,A.C.DAĞDEVİREN
MAHSUN TURAN,2149.0,208.0,212.0,210.0,212.0,203.0,10.0,10.0,10.0,10.0,9.0,M.TURAN
AZİZ AKDEMİR,2178.0,208.0,198.0,226.0,209.0,221.0,10.0,9.0,10.0,10.0,10.0,A.AKDEMİR
OKAN GÖKÇE,2419.0,207.0,236.0,220.0,260.0,191.0,9.0,10.0,9.0,11.0,8.0,O.GÖKÇE
DORUKHAN PALAUR,2532.0,207.0,186.0,221.0,212.0,242.0,8.0,7.0,9.0,8.0,10.0,D.PALAUR
MUSTAFA KEMAL KUMBASAR,2839.0,207.0,231.0,240.0,280.0,322.0,7.0,8.0,8.0,10.0,11.0,M.K.KUMBASAR
HALİL PARILDAR,3853.0,207.0,256.0,265.0,331.0,350.0,5.0,7.0,7.0,9.0,9.0,H.PARILDAR
BURAK AVERBAK,3147.0,206.0,217.0,277.0,299.0,307.0,7.0,7.0,9.0,10.0,10.0,B.AVERBAK
FEYZULLAH AVCI,2947.0,205.0,222.0,216.0,199.0,252.0,7.0,8.0,7.0,7.0,9.0,F.AVCI
MEHMET SALİH BADIŞOĞLU,1750.0,204.0,179.0,188.0,178.0,190.0,12.0,10.0,11.0,10.0,11.0,M.S.BADIŞOĞLU
ATA ÖZKAN,1621.0,200.0,185.0,195.0,227.0,214.0,12.0,11.0,12.0,14.0,13.0,A.ÖZKAN
OĞUZ EREN,2582.0,198.0,221.0,213.0,224.0,261.0,8.0,9.0,8.0,9.0,10.0,O.EREN
İSMET AKKILIÇ,3504.0,195.0,227.0,264.0,288.0,308.0,6.0,6.0,8.0,8.0,9.0,İ.AKKILIÇ
